-1.213268770794417861e-05 7.501506607868405306e-06 9.999873088901785056e-01 -5.843303111931629074e-06 1.999987510351476372e+00 1.864124001783994681e-05 9.000000000000000000e+00 2.600000000000000000e+01 1.338655593187465520e-03 -2.541464913735518353e-04 1.001378332425393536e+00 -2.384037244307531112e-05 2.001225611995748999e+00 1.939679089067505510e-02 1.362644898935975846e+01 6.925954136035326947e+00
1.338655593187465520e-03 -2.541464913735518353e-04 1.001378332425393536e+00 -2.384037244307531112e-05 2.001225611995748999e+00 1.939679089067505510e-02 -5.500000000000000000e+01 2.200000000000000000e+01 -2.778320414762169843e-03 -7.698224244938513955e-04 9.971513188751953694e-01 -1.484580870786400553e-05 1.994051059423759931e+00 7.776920823289955320e-02 6.925954136035326947e+00 6.935323165034564141e+00
-2.778320414762169843e-03 -7.698224244938513955e-04 9.971513188751953694e-01 -1.484580870786400553e-05 1.994051059423759931e+00 7.776920823289955320e-02 5.800000000000000000e+01 8.700000000000000000e+01 9.004744923327479000e-03 -5.076832744687139951e-03 1.009245500652292460e+00 1.900910616055975777e-03 1.979494105324232978e+00 2.451395738668809277e-01 6.935323165034564141e+00 6.933884556841035440e+00
9.004744923327479000e-03 -5.076832744687139951e-03 1.009245500652292460e+00 1.900910616055975777e-03 1.979494105324232978e+00 2.451395738668809277e-01 2.000000000000000000e+00 -6.000000000000000000e+01 2.163564461556211072e-02 -9.596995310867072193e-03 1.021458619982944516e+00 9.464032852153608788e-03 1.957751201964701426e+00 3.607027702865448493e-01 6.933884556841035440e+00 6.937307688192047017e+00
2.163564461556211072e-02 -9.596995310867072193e-03 1.021458619982944516e+00 9.464032852153608788e-03 1.957751201964701426e+00 3.607027702865448493e-01 -2.600000000000000000e+01 -8.700000000000000000e+01 1.332394261074387742e-02 -8.965150036744300166e-03 1.013035763899756692e+00 6.952613950481772997e-03 1.977164561617166694e+00 2.717525333017257183e-01 6.937307688192047017e+00 6.931569297274879915e+00
1.332394261074387742e-02 -8.965150036744300166e-03 1.013035763899756692e+00 6.952613950481772997e-03 1.977164561617166694e+00 2.717525333017257183e-01 -1.000000000000000000e+01 -1.200000000000000000e+01 -2.530933646121558134e-03 -1.917534223029989694e-03 9.973184578087700425e-01 4.014499187818341974e-03 1.991921559625377647e+00 1.064446613591103485e-01 6.931569297274879915e+00 6.936696363994997228e+00
-2.530933646121558134e-03 -1.917534223029989694e-03 9.973184578087700425e-01 4.014499187818341974e-03 1.991921559625377647e+00 1.064446613591103485e-01 -8.100000000000000000e+01 7.200000000000000000e+01 -1.543499071451681637e-02 6.024936286856993721e-03 9.844554801808422795e-01 3.506672422012510615e-03 1.981883434446501946e+00 7.366589465231226930e-02 6.936696363994997228e+00 6.956942715756920137e+00
-1.543499071451681637e-02 6.024936286856993721e-03 9.844554801808422795e-01 3.506672422012510615e-03 1.981883434446501946e+00 7.366589465231226930e-02 -9.000000000000000000e+01 -3.300000000000000000e+01 -3.025176060343698348e-02 5.939750110820783691e-03 9.695650351033840986e-01 3.594818310102734782e-03 1.963665730079995564e+00 1.103894683689688322e-01 6.956942715756920137e+00 6.985095821584395459e+00
-3.025176060343698348e-02 5.939750110820783691e-03 9.695650351033840986e-01 3.594818310102734782e-03 1.963665730079995564e+00 1.103894683689688322e-01 -9.300000000000000000e+01 3.100000000000000000e+01 -5.163162719611680274e-02 5.766439232837423760e-03 9.481484323282305393e-01 3.463559131263962976e-03 1.936166767047954096e+00 1.564115843303383324e-01 6.985095821584395459e+00 7.026554656868579052e+00
-5.163162719611680274e-02 5.766439232837423760e-03 9.481484323282305393e-01 3.463559131263962976e-03 1.936166767047954096e+00 1.564115843303383324e-01 -9.000000000000000000e+01 -8.000000000000000000e+01 -8.151925591798697690e-02 5.789725018613567191e-03 9.181312862627533100e-01 3.535574732174071033e-03 1.907378397609441834e+00 1.474054560925113500e-01 7.026554656868579052e+00 7.077554493090143062e+00
