-9.329423785868955292e+02 8.263414636696778643e+02 -9.326351610645074288e+02 8.272931029884956615e+02 1.316054681413801007e-10 1.049478425320610959e-09 -9.329423785868106052e+02 8.263414636697661990e+02 -9.326351610644668426e+02 8.272931029886149190e+02 0.000000000000000000e+00 1.768622617736192979e+03
-9.329423785868106052e+02 8.263414636697661990e+02 -9.326351610644668426e+02 8.272931029886149190e+02 -3.512161922927520515e-08 2.911998184100741613e-02 -9.329423785866732715e+02 8.263429344996638974e+02 -9.326351610683843774e+02 8.272946026723047908e+02 1.768622617736192979e+03 1.768624006438604283e+03
-9.329423785866732715e+02 8.263429344996638974e+02 -9.326351610683843774e+02 8.272946026723047908e+02 1.194043697811458804e-02 1.152034531936599604e-01 -9.329423992118472597e+02 8.263504806060453802e+02 -9.326345317870118379e+02 8.273020280556165744e+02 1.768624006438604283e+03 1.768630682456085196e+03
-9.329423992118472597e+02 8.263504806060453802e+02 -9.326345317870118379e+02 8.273020280556165744e+02 1.448563071675730840e-01 -1.330925566350006362e-01 -9.329429179956558755e+02 8.263487536969212215e+02 -9.326260688331792608e+02 8.272971461686768180e+02 1.768630682456085196e+03 1.768623375766227355e+03
-9.329429179956558755e+02 8.263487536969212215e+02 -9.326260688331792608e+02 8.272971461686768180e+02 -1.296241450722456501e-01 5.801614703561083775e-02 -9.329425408367510499e+02 8.263479715088545845e+02 -9.326317946446064298e+02 8.272984969218040305e+02 1.768623375766227355e+03 1.768626480875747347e+03
-9.329425408367510499e+02 8.263479715088545845e+02 -9.326317946446064298e+02 8.272984969218040305e+02 4.488382131507956396e-04 -2.939529026906223530e-03 -9.329423823460369931e+02 8.263475387052716314e+02 -9.326362353716840516e+02 8.272995203458002607e+02 1.768626480875747347e+03 1.768629030080174516e+03
-9.329423823460369931e+02 8.263475387052716314e+02 -9.326362353716840516e+02 8.272995203458002607e+02 1.054345813362501660e-01 -4.198758705685638748e-03 -9.329425589855301268e+02 8.263489895068241822e+02 -9.326304498677814081e+02 8.272990667524934452e+02 1.768629030080174516e+03 1.768626518992580941e+03
-9.329425589855301268e+02 8.263489895068241822e+02 -9.326304498677814081e+02 8.272990667524934452e+02 5.902469974110971821e-04 1.817433141042771726e-04 -9.329425919240813982e+02 8.263497891056105118e+02 -9.326274436723355166e+02 8.272988307763578177e+02 1.768626518992580941e+03 1.768625204252993399e+03
-9.329425919240813982e+02 8.263497891056105118e+02 -9.326274436723355166e+02 8.272988307763578177e+02 1.396767540089407789e-01 1.497207545806894524e-02 -9.329427875091054148e+02 8.263519133345160981e+02 -9.326206577896563203e+02 8.272986658237850861e+02 1.768625204252993399e+03 1.768622621990137304e+03
-9.329427875091054148e+02 8.263519133345160981e+02 -9.326206577896563203e+02 8.272986658237850861e+02 -1.995224873771357654e-02 -1.085401194680000320e-01 -9.329429882011714881e+02 8.263484857818765477e+02 -9.326143518668859542e+02 8.272928277747896573e+02 1.768622621990137304e+03 1.768615049548048319e+03
